MOIS,CLIENT_ID,pret_anterieur,compte_commercial,carte_MC,NSF,PH_autre_FI,sphere_epargne,sphere_financement,sphere_transaction,nb_produit,relation_BNC,vol_MC,vol_epargne,vol_financement,vol_transaction,TEF,mono_produit,PH
28Feb2019 0:00:00,00000000231145,0,1,0,1,0,0,1,1,2,14,,,465000,100,2,0,0
31Aug2018 0:00:00,00000000109832,0,0,0,0,0,0,0,1,2,9,,,,870,1,0,0
31Aug2018 0:00:00,00000000414621,0,0,0,0,1,0,0,1,1,14,,,,2540,1,1,0
30Sep2018 0:00:00,00000000847606,1,0,1,0,0,1,0,1,2,15,20660,250000,,2200,2,0,0
31Mar2019 0:00:00,00000000728716,0,0,1,0,0,0,1,1,2,4,21140,,442000,2540,2,0,0
31Mar2018 0:00:00,00000000102783,0,0,1,0,0,0,0,1,1,12,24030,,,100,1,1,0
28Feb2019 0:00:00,00000000747002,0,0,0,0,1,0,0,1,1,16,,,,1400,1,1,0
31Aug2018 0:00:00,00000000973302,0,1,1,0,0,0,0,1,1,13,24410,,,1450,1,1,0
31Oct2018 0:00:00,00000000547440,0,0,1,0,1,0,0,1,1,12,17430,,,1690,1,1,1
31Dec2018 0:00:00,00000000772226,0,1,0,0,0,0,0,0,0,7,,,,,0,0,0
31Jan2019 0:00:00,00000000919315,0,0,0,0,0,0,0,1,1,3,,,,1450,1,1,0
31Dec2018 0:00:00,00000000788491,0,0,0,0,0,0,1,1,2,17,,,621000,3490,2,0,0
31Mar2018 0:00:00,00000000947143,0,0,0,0,1,1,1,1,3,19,,172000,543000,2030,3,0,0
30Nov2018 0:00:00,00000000700395,0,0,1,1,0,0,0,1,1,20,16050,,,1750,1,1,0
31Dec2018 0:00:00,00000000827248,0,0,0,0,0,0,0,1,1,16,,,,2280,1,1,0
31Aug2018 0:00:00,00000000961862,1,0,0,0,0,1,0,1,2,8,,126000,,1550,2,0,0
31Aug2018 0:00:00,00000000979068,1,0,1,0,1,0,0,1,1,11,25980,,,910,1,1,0
31May2018 0:00:00,00000000775702,0,0,1,0,1,1,0,1,2,17,27090,182000,,2250,2,0,0
31Dec2018 0:00:00,00000000928383,0,1,0,1,0,0,0,1,1,9,,,,330,1,1,0
30Jun2018 0:00:00,00000000590593,0,0,1,0,1,1,0,1,2,7,20770,118000,,2730,2,0,0
31Dec2018 0:00:00,00000000962634,0,0,1,0,0,0,0,1,1,17,17760,,,2760,1,1,0
31May2018 0:00:00,00000000400252,0,1,1,0,0,1,0,1,2,10,23300,193000,,1410,2,0,0
31Aug2018 0:00:00,00000000943042,0,0,1,0,1,1,0,1,2,8,16450,92000,,2820,2,0,1
30Sep2018 0:00:00,00000000871312,0,1,0,0,0,1,0,1,2,11,,193000,,1400,2,0,0
28Feb2019 0:00:00,00000000869001,0,0,1,0,0,0,0,0,0,13,18120,,,,0,0,0
31Oct2018 0:00:00,00000000984011,0,0,0,0,1,0,0,1,1,12,,,,2420,1,1,0
31Mar2019 0:00:00,00000000993060,0,1,0,0,0,1,0,1,2,16,,149000,,1150,2,0,1
30Jun2018 0:00:00,00000000957855,0,0,1,0,0,1,0,1,2,10,17710,153000,,1680,2,0,0
31Mar2018 0:00:00,00000000821980,0,1,1,0,1,0,1,1,2,12,19740,,558000,1150,2,0,0
31May2018 0:00:00,00000000840829,0,0,0,1,1,0,0,1,3,15,,,,680,1,0,0
31Mar2019 0:00:00,00000000730708,0,0,1,0,1,1,0,1,2,15,25260,184000,,3190,2,0,0
28Feb2019 0:00:00,00000000962496,0,0,1,0,0,0,0,1,1,3,19700,,,1250,1,1,0
31Jan2019 0:00:00,00000000822734,0,1,1,0,0,1,0,1,2,9,21790,104000,,3950,2,0,0
31Jul2018 0:00:00,00000000885519,0,0,1,0,0,1,0,1,2,6,21220,154000,,2850,2,0,0
31Oct2018 0:00:00,00000000939457,1,0,0,0,0,0,0,1,1,11,,,,3270,1,1,0
30Sep2018 0:00:00,00000000964441,0,1,1,0,1,0,1,1,2,7,14590,,339000,1750,2,0,0
31Aug2018 0:00:00,00000000993456,0,1,0,0,1,0,0,1,1,11,,,,2700,1,1,0
31Oct2018 0:00:00,00000000977145,0,0,0,0,0,1,0,1,3,9,,270000,,1400,2,0,0
31Dec2018 0:00:00,00000000497370,0,0,0,0,0,0,0,1,1,9,,,,1600,1,1,1
28Feb2019 0:00:00,00000000968741,0,1,1,0,0,1,1,1,3,7,24560,118000,586000,1690,3,0,0
31Mar2018 0:00:00,00000000981053,1,0,1,0,1,0,0,1,1,19,24690,,,1850,1,1,0
31Mar2018 0:00:00,00000000117265,0,1,0,0,0,0,0,1,1,16,,,,2840,1,1,0
30Jun2018 0:00:00,00000000982278,0,0,0,0,0,1,0,1,3,9,,159000,,860,2,0,1
31Jul2018 0:00:00,00000000291217,0,0,0,0,0,0,1,0,1,9,,,411000,,1,1,0
30Sep2018 0:00:00,00000000857793,0,0,0,0,0,0,0,1,1,9,,,,1100,1,1,0
31Jan2019 0:00:00,00000000970337,0,0,0,0,0,0,0,1,1,16,,,,3590,1,1,0
30Sep2018 0:00:00,00000000878285,0,0,0,1,0,1,0,1,2,11,,259000,,2070,2,0,0
30Nov2018 0:00:00,00000000989253,0,0,0,0,1,1,1,1,3,15,,145000,656000,1780,3,0,0
31Mar2018 0:00:00,00000000729530,0,0,1,0,0,0,0,0,0,8,16960,,,,0,0,0
30Nov2018 0:00:00,00000000523217,0,0,0,0,1,0,1,1,2,6,,,425000,1680,2,0,0
31May2018 0:00:00,00000000974951,0,0,0,0,1,1,1,1,3,17,,72000,476000,2380,3,0,0
30Apr2018 0:00:00,00000000766241,0,1,1,0,0,0,0,1,1,8,18980,,,2870,1,1,0
31Aug2018 0:00:00,00000000949466,0,0,1,0,0,1,0,1,2,13,20890,109000,,3030,2,0,0
30Jun2018 0:00:00,00000000943824,0,1,0,0,0,0,0,1,3,2,,,,2460,1,0,0
30Sep2018 0:00:00,00000000930175,0,0,1,1,0,1,1,1,3,13,22530,203000,305000,2630,3,0,0
31Oct2018 0:00:00,00000000926248,0,0,1,0,1,0,0,1,2,18,20210,,,1380,1,0,0
31May2018 0:00:00,00000000914586,0,0,1,0,0,0,0,1,1,0,19690,,,4560,1,1,0
30Sep2018 0:00:00,00000000804870,0,0,1,0,0,0,0,1,1,5,22140,,,1630,1,1,1
31Mar2019 0:00:00,00000000856894,0,0,0,0,0,1,0,1,2,11,,173000,,1960,2,0,0
31Jan2019 0:00:00,00000000897509,1,1,0,0,1,0,0,1,1,8,,,,3060,1,1,0
31Jan2019 0:00:00,00000000821815,0,0,1,0,0,1,0,1,2,0,26430,184000,,3170,2,0,0
30Jun2018 0:00:00,00000000817005,0,1,0,0,0,1,0,1,2,18,,278000,,1280,2,0,0
31Aug2018 0:00:00,00000000873219,0,0,0,0,0,1,0,1,2,12,,64000,,2150,2,0,1
31Mar2019 0:00:00,00000000883649,0,1,1,1,0,0,0,1,1,7,16230,,,800,1,1,0
28Feb2019 0:00:00,00000000625760,0,0,1,0,0,1,0,1,2,10,18220,121000,,1280,2,0,0
28Feb2019 0:00:00,00000000974194,0,0,0,0,0,0,0,1,2,6,,,,2860,1,0,0
31Dec2018 0:00:00,00000000823488,1,0,1,0,1,0,0,1,3,16,21870,,,3490,1,0,0
30Apr2018 0:00:00,00000000122312,0,0,1,0,0,0,0,1,2,2,23230,,,3400,1,0,0
31Jan2019 0:00:00,00000000957545,0,0,1,0,0,0,1,1,2,11,21910,,397000,2520,2,0,0
28Feb2019 0:00:00,00000000905378,0,1,0,0,0,0,0,0,0,4,,,,,0,0,0
31Oct2018 0:00:00,00000000750462,0,0,0,0,1,1,0,1,2,5,,139000,,1390,2,0,0
30Apr2018 0:00:00,00000000599000,0,0,0,0,0,0,1,1,2,0,,,609000,1230,2,0,0
30Apr2018 0:00:00,00000000602480,0,0,0,1,0,0,1,1,2,3,,,143000,2150,2,0,0
31Mar2018 0:00:00,00000000752215,1,0,1,0,1,1,1,1,3,9,24930,145000,380000,3050,3,0,1
31Jan2019 0:00:00,00000000859008,0,1,1,0,1,1,1,0,2,8,20280,152000,479000,,2,0,0
31May2018 0:00:00,00000000943332,1,1,0,0,1,0,1,1,2,8,,,678000,350,2,0,1
31Dec2018 0:00:00,00000000062295,1,0,1,0,1,1,0,1,2,12,17480,130000,,3110,2,0,0
30Apr2018 0:00:00,00000000887457,0,0,0,0,0,1,0,1,2,11,,215000,,1590,2,0,0
31Aug2018 0:00:00,00000000881687,0,0,0,0,0,0,0,1,3,9,,,,100,1,0,0
30Jun2018 0:00:00,00000000906695,0,0,1,0,0,1,0,1,2,15,16100,180000,,3710,2,0,0
28Feb2019 0:00:00,00000000928513,0,1,0,0,0,0,0,1,2,12,,,,3070,1,0,0
31Jan2019 0:00:00,00000000831271,0,0,0,0,1,0,1,1,2,8,,,425000,3960,2,0,0
30Apr2018 0:00:00,00000000982473,0,1,0,0,0,0,0,1,1,7,,,,1440,1,1,1
31Oct2018 0:00:00,00000000804534,0,0,0,1,0,1,0,1,2,6,,258000,,3210,2,0,0
31Aug2018 0:00:00,00000000788545,0,1,1,0,0,1,1,1,3,12,16630,201000,394000,1510,3,0,0
31Aug2018 0:00:00,00000000831258,0,0,0,0,1,0,0,1,1,11,,,,1400,1,1,0
31Oct2018 0:00:00,00000000920840,0,0,0,1,1,0,0,0,0,11,,,,,0,0,0
30Nov2018 0:00:00,00000000534968,0,0,0,0,0,0,0,1,1,7,,,,2120,1,1,0
31Mar2018 0:00:00,00000000770654,0,0,1,0,1,0,0,1,1,14,19060,,,1900,1,1,0
31May2018 0:00:00,00000000700432,0,0,0,1,1,0,1,1,2,9,,,490000,1640,2,0,0
31Mar2019 0:00:00,00000000296648,0,1,0,0,0,0,1,1,2,3,,,319000,590,2,0,0
31May2018 0:00:00,00000000895759,0,0,0,0,0,0,0,1,3,9,,,,1610,1,0,0
31Dec2018 0:00:00,00000000841299,0,1,0,1,0,1,0,1,2,4,,246000,,2660,2,0,0
28Feb2019 0:00:00,00000000827920,0,0,0,0,0,0,1,1,2,3,,,474000,3050,2,0,0
31Mar2018 0:00:00,00000000934923,0,0,1,0,1,0,0,1,3,10,16190,,,2110,1,0,0
31Oct2018 0:00:00,00000000981870,0,0,1,0,1,1,0,1,2,7,20850,158000,,2130,2,0,1
30Sep2018 0:00:00,00000000806373,0,0,0,0,0,0,0,1,1,7,,,,790,1,1,0
30Sep2018 0:00:00,00000000967804,0,0,0,0,1,1,0,1,3,14,,162000,,1520,2,0,1
31May2018 0:00:00,00000000939247,0,0,0,0,0,1,0,1,2,7,,86000,,650,2,0,0
28Feb2019 0:00:00,00000000396069,0,0,0,0,0,0,0,1,1,12,,,,4730,1,1,0
30Apr2018 0:00:00,00000000989963,0,0,1,0,0,1,1,0,2,15,13200,191000,330000,,2,0,0
30Sep2018 0:00:00,00000000774307,0,0,1,0,0,1,0,1,2,14,22170,200000,,3340,2,0,0
31Oct2018 0:00:00,00000000940769,0,0,1,0,0,1,0,1,2,10,20550,229000,,1860,2,0,0
31May2018 0:00:00,00000000511686,0,0,0,0,0,0,0,1,4,11,,,,100,1,0,0
31Aug2018 0:00:00,00000000531410,0,0,1,0,0,0,1,1,2,11,25940,,417000,2380,2,0,0
31Aug2018 0:00:00,00000000976914,0,0,1,0,0,0,0,1,1,0,20840,,,2570,1,1,0
30Apr2018 0:00:00,00000000947710,0,0,0,0,0,1,1,1,3,9,,221000,574000,1950,3,0,1
31Mar2019 0:00:00,00000000968577,0,0,0,0,1,0,0,1,1,5,,,,1030,1,1,0
30Jun2018 0:00:00,00000000021871,0,1,0,0,1,0,0,1,1,13,,,,420,1,1,0
31Dec2018 0:00:00,00000000060299,0,0,0,0,1,1,0,1,2,10,,69000,,2270,2,0,0
31Mar2019 0:00:00,00000000703406,0,1,0,0,0,1,0,1,2,10,,121000,,1880,2,0,0
31Mar2018 0:00:00,00000000747306,0,0,0,0,0,1,0,1,2,15,,223000,,3070,2,0,0
31Aug2018 0:00:00,00000000295746,0,0,1,0,1,1,0,1,2,9,18850,190000,,2080,2,0,0
31Mar2018 0:00:00,00000000915653,0,0,1,0,0,1,0,1,2,0,25910,58000,,1450,2,0,0
31Aug2018 0:00:00,00000000725854,0,1,0,0,0,0,0,1,1,12,,,,1700,1,1,0
31Jan2019 0:00:00,00000000965988,0,1,0,0,0,0,0,1,1,11,,,,750,1,1,0
31Aug2018 0:00:00,00000000763019,1,0,0,0,1,1,0,1,3,10,,198000,,1280,2,0,0
30Jun2018 0:00:00,00000000127033,0,1,0,0,0,1,0,1,2,8,,137000,,2070,2,0,0
31May2018 0:00:00,00000000977742,0,0,1,0,0,0,0,1,1,11,16530,,,2650,1,1,0
30Sep2018 0:00:00,00000000879725,0,0,0,0,0,1,0,1,2,9,,80000,,2860,2,0,0
28Feb2019 0:00:00,00000000823009,0,1,1,0,0,1,0,1,4,8,19230,158000,,1100,2,0,0
30Apr2018 0:00:00,00000000574122,0,0,0,0,0,0,0,1,1,4,,,,2120,1,1,0
30Nov2018 0:00:00,00000000580701,1,1,0,0,0,0,0,1,1,14,,,,2580,1,1,0
30Nov2018 0:00:00,00000000928244,0,1,0,0,0,1,0,1,2,10,,115000,,1720,2,0,0
30Sep2018 0:00:00,00000000960042,0,0,1,0,0,0,0,1,3,14,18140,,,2730,1,0,0
31May2018 0:00:00,00000000946300,0,0,1,0,0,0,0,1,3,11,11750,,,360,1,0,0
31Oct2018 0:00:00,00000000961312,0,0,0,0,1,0,0,1,1,0,,,,2470,1,1,0
31May2018 0:00:00,00000000799205,0,0,0,0,0,1,0,1,2,12,,117000,,2320,2,0,0
30Sep2018 0:00:00,00000000927140,0,1,0,0,0,1,0,1,2,7,,152000,,1520,2,0,0
31Dec2018 0:00:00,00000000701368,0,1,1,0,0,1,0,1,4,8,20650,140000,,2500,2,0,0
31May2018 0:00:00,00000000975097,0,0,1,1,0,0,0,1,1,8,23920,,,2330,1,1,0
30Nov2018 0:00:00,00000000566111,0,0,0,0,0,1,0,1,2,7,,183000,,2060,2,0,0
31May2018 0:00:00,00000000944537,0,0,0,0,1,1,1,1,3,22,,86000,451000,960,3,0,0
31Jan2019 0:00:00,00000000741339,0,0,1,0,0,0,0,1,1,16,14030,,,640,1,1,0
31Aug2018 0:00:00,00000000636950,0,1,1,0,0,0,0,1,1,16,22040,,,1570,1,1,0
30Nov2018 0:00:00,00000000113689,0,0,0,0,0,0,0,0,0,5,,,,,0,0,0
31Jan2019 0:00:00,00000000920063,0,1,0,0,1,1,0,1,2,13,,144000,,2250,2,0,0
31Aug2018 0:00:00,00000000019011,0,0,1,0,1,0,0,1,3,20,21940,,,4190,1,0,0
30Jun2018 0:00:00,00000000992981,0,0,0,0,1,0,1,1,2,0,,,452000,3090,2,0,0
30Jun2018 0:00:00,00000000838895,0,1,0,0,1,0,0,1,2,3,,,,100,1,0,0
30Nov2018 0:00:00,00000000162206,0,0,1,0,1,1,0,1,2,3,21700,125000,,1310,2,0,0
31Jul2018 0:00:00,00000000977156,0,0,1,0,1,0,0,1,2,11,21350,,,2220,1,0,0
30Sep2018 0:00:00,00000000760728,0,0,0,0,0,1,0,1,2,2,,190000,,1740,2,0,0
31Oct2018 0:00:00,00000000875728,0,0,1,1,1,0,0,0,0,6,26560,,,,0,0,0
28Feb2019 0:00:00,00000000352274,0,1,1,0,0,0,1,0,3,0,15350,,248000,,1,0,0
31Mar2018 0:00:00,00000000342437,0,0,1,0,0,0,0,1,1,2,23110,,,2440,1,1,0
31Aug2018 0:00:00,00000000882204,0,0,0,1,0,0,0,1,1,9,,,,2410,1,1,0
31Oct2018 0:00:00,00000000944812,0,0,1,0,1,1,0,1,2,13,19560,193000,,1310,2,0,0
31Dec2018 0:00:00,00000000763712,0,0,0,0,1,0,0,1,1,20,,,,2580,1,1,0
31Aug2018 0:00:00,00000000093766,0,0,0,0,1,0,0,1,1,12,,,,870,1,1,0
31Aug2018 0:00:00,00000000436153,0,0,1,0,0,0,0,1,1,16,19010,,,4500,1,1,0
31May2018 0:00:00,00000000792135,1,1,0,0,1,0,0,1,2,6,,,,1820,1,0,0
31Mar2018 0:00:00,00000000689870,0,0,0,0,1,1,1,1,3,1,,176000,370000,1740,3,0,0
31Oct2018 0:00:00,00000000970663,0,0,1,0,1,0,1,1,4,10,18610,,451000,3060,2,0,1
30Nov2018 0:00:00,00000000937313,0,0,0,0,0,0,0,1,1,14,,,,15200,1,1,0
31Mar2019 0:00:00,00000000392092,0,0,1,0,0,0,0,1,1,12,20860,,,1990,1,1,0
31Jul2018 0:00:00,00000000628343,0,0,1,0,0,1,1,1,3,15,20830,155000,710000,2940,3,0,0
31Jul2018 0:00:00,00000000867611,0,0,0,0,0,0,0,0,0,3,,,,,0,0,0
31Mar2019 0:00:00,00000000291532,0,1,0,0,1,0,0,1,1,3,,,,1140,1,1,0
31May2018 0:00:00,00000000391596,0,0,0,0,0,0,0,1,1,6,,,,3460,1,1,0
31Mar2019 0:00:00,00000000924947,1,1,1,0,0,1,0,1,2,7,17580,148000,,100,2,0,0
31Oct2018 0:00:00,00000000800629,0,0,0,0,0,1,0,1,2,18,,125000,,890,2,0,0
31Jul2018 0:00:00,00000000892687,0,0,0,0,1,1,0,1,2,15,,78000,,3660,2,0,0
28Feb2019 0:00:00,00000000824297,0,0,0,1,0,0,0,1,1,6,,,,1830,1,1,0
31Dec2018 0:00:00,00000000994676,1,1,1,0,1,1,0,1,2,5,15570,115000,,1460,2,0,0
28Feb2019 0:00:00,00000000625269,0,0,1,0,0,0,0,1,2,14,21940,,,2820,1,0,0
30Nov2018 0:00:00,00000000367504,0,0,0,0,0,0,0,1,2,9,,,,3310,1,0,0
31Jul2018 0:00:00,00000000731381,0,0,0,0,1,1,1,1,3,12,,145000,629000,1500,3,0,1
31Oct2018 0:00:00,00000000994892,0,1,1,0,0,0,0,1,1,5,21800,,,2000,1,1,0
30Sep2018 0:00:00,00000000793141,0,1,1,0,0,0,0,1,1,7,21840,,,2300,1,1,0
30Jun2018 0:00:00,00000000860403,0,1,0,0,0,1,0,1,2,6,,172000,,1330,2,0,0
31Mar2018 0:00:00,00000000833817,0,1,1,0,1,0,0,1,1,0,16580,,,100,1,1,0
30Apr2018 0:00:00,00000000847961,0,0,0,0,0,0,1,1,3,18,,,555000,1860,2,0,0
31Aug2018 0:00:00,00000000390789,0,0,1,0,1,0,0,1,1,11,23310,,,2480,1,1,0
31Jul2018 0:00:00,00000000841651,0,0,1,0,1,1,0,1,2,13,12710,144000,,2030,2,0,0
30Jun2018 0:00:00,00000000989809,0,0,0,0,1,0,1,1,2,10,,,277000,980,2,0,0
31Dec2018 0:00:00,00000000980087,0,0,0,0,1,0,0,1,1,16,,,,4200,1,1,0
28Feb2019 0:00:00,00000000882686,0,0,0,0,0,1,0,0,1,6,,160000,,,1,1,0
31May2018 0:00:00,00000000956145,0,0,1,0,0,0,0,1,1,17,25360,,,2420,1,1,0
31Mar2018 0:00:00,00000000770024,0,0,0,0,0,1,0,1,2,11,,154000,,3240,2,0,0
31Aug2018 0:00:00,00000000939241,0,0,0,0,1,0,0,1,1,1,,,,310,1,1,0
31May2018 0:00:00,00000000938592,0,1,1,0,1,0,0,1,1,11,16420,,,2420,1,1,0
30Nov2018 0:00:00,00000000898579,0,0,1,0,0,0,0,1,1,6,22930,,,1440,1,1,0
31May2018 0:00:00,00000000916884,0,0,1,1,0,0,0,1,1,4,23790,,,1530,1,1,0
31Jul2018 0:00:00,00000000065743,0,0,1,0,0,1,1,1,3,20,15240,108000,568000,340,3,0,0
30Apr2018 0:00:00,00000000987822,0,0,0,0,0,1,0,1,2,12,,180000,,2010,2,0,0
31Mar2019 0:00:00,00000000939336,0,0,1,0,1,1,0,1,2,14,21780,34000,,3970,2,0,0
31Oct2018 0:00:00,00000000952786,0,0,1,0,0,0,0,1,1,4,15460,,,1890,1,1,0
31Jan2019 0:00:00,00000000325735,0,0,1,0,0,0,0,1,1,6,22230,,,1070,1,1,0
30Apr2018 0:00:00,00000000952424,0,0,1,0,0,0,0,1,1,8,18320,,,2280,1,1,0
28Feb2019 0:00:00,00000000492997,0,0,0,0,0,1,0,1,2,10,,180000,,1720,2,0,0
31Dec2018 0:00:00,00000000165932,0,0,1,0,0,1,0,1,2,6,26340,174000,,2020,2,0,0
31May2018 0:00:00,00000000935494,0,0,0,0,0,0,0,1,1,16,,,,730,1,1,0
31Oct2018 0:00:00,00000000812242,0,1,0,0,0,0,0,1,1,8,,,,2570,1,1,0
30Nov2018 0:00:00,00000000918918,0,0,0,0,1,1,1,1,3,1,,166000,395000,1930,3,0,0
31Mar2018 0:00:00,00000000054873,0,0,0,0,0,1,0,1,2,13,,109000,,260,2,0,0
30Apr2018 0:00:00,00000000492286,0,0,1,0,0,1,0,1,2,10,21550,248000,,1840,2,0,0
31Jan2019 0:00:00,00000000950378,0,1,1,0,0,1,1,1,3,12,22770,152000,478000,1500,3,0,1
28Feb2019 0:00:00,00000000891361,0,0,0,0,0,1,0,1,2,9,,117000,,1130,2,0,0
30Sep2018 0:00:00,00000000843848,0,0,1,0,0,0,0,1,1,11,22370,,,1940,1,1,0
30Sep2018 0:00:00,00000000838835,0,0,1,0,0,0,0,1,1,10,22250,,,3700,1,1,0
30Sep2018 0:00:00,00000000930152,0,0,1,0,1,1,0,1,2,2,22680,206000,,2330,2,0,0
31Aug2018 0:00:00,00000000827234,0,0,1,0,1,0,0,1,1,18,18630,,,2160,1,1,0
30Apr2018 0:00:00,00000000312604,0,0,0,0,0,0,1,1,4,4,,,468000,1230,2,0,0
28Feb2019 0:00:00,00000000713469,0,0,0,0,0,1,1,1,3,13,,212000,516000,1920,3,0,1
31Mar2018 0:00:00,00000000881576,1,0,1,0,0,1,0,1,2,9,15720,131000,,3100,2,0,0
31Oct2018 0:00:00,00000000963826,0,0,1,0,0,1,0,1,2,7,19820,158000,,2290,2,0,0
31Dec2018 0:00:00,00000000938752,0,1,0,0,0,0,0,1,1,7,,,,940,1,1,0
31Mar2018 0:00:00,00000000941010,0,0,0,0,1,0,0,1,2,10,,,,1800,1,0,1
31Oct2018 0:00:00,00000000487516,0,0,0,0,1,0,0,1,4,0,,,,1790,1,0,0
30Nov2018 0:00:00,00000000142339,0,1,0,0,1,1,1,1,3,17,,99000,541000,3130,3,0,0
31Mar2019 0:00:00,00000000977438,0,0,0,0,1,1,0,1,2,11,,183000,,4410,2,0,1
30Jun2018 0:00:00,00000000964720,0,1,1,0,1,0,0,1,1,9,24270,,,560,1,1,0
28Feb2019 0:00:00,00000000407725,0,0,0,0,0,0,0,1,1,1,,,,3290,1,1,0
30Jun2018 0:00:00,00000000345395,0,0,0,0,0,1,0,1,2,8,,143000,,1460,2,0,0
31Mar2018 0:00:00,00000000889205,0,0,0,0,0,1,0,1,2,11,,127000,,3070,2,0,0
31Oct2018 0:00:00,00000000937584,0,0,0,0,1,1,0,1,3,9,,217000,,2730,2,0,0
31Jan2019 0:00:00,00000000951098,0,0,1,0,0,0,0,1,1,17,16910,,,2790,1,1,0
30Sep2018 0:00:00,00000000892983,0,0,0,0,0,1,0,1,2,18,,100000,,2110,2,0,0
30Sep2018 0:00:00,00000000949749,0,0,0,0,0,0,0,1,1,9,,,,2070,1,1,0
28Feb2019 0:00:00,00000000688178,0,0,0,0,0,0,0,1,1,13,,,,1660,1,1,0
31Mar2018 0:00:00,00000000916062,0,0,1,0,0,0,0,1,1,7,17260,,,3450,1,1,0
30Jun2018 0:00:00,00000000848690,0,0,1,0,0,0,0,1,1,10,22940,,,390,1,1,0
28Feb2019 0:00:00,00000000885451,0,0,1,0,0,1,0,1,2,7,21590,130000,,1800,2,0,1
30Jun2018 0:00:00,00000000138234,0,0,0,0,1,0,0,1,1,14,,,,2970,1,1,0
31Oct2018 0:00:00,00000000964168,0,0,1,0,0,1,1,1,3,18,20210,81000,266000,3110,3,0,0
31Aug2018 0:00:00,00000000850190,0,0,0,1,0,0,1,1,2,15,,,706000,3350,2,0,0
28Feb2019 0:00:00,00000000046502,0,0,1,0,1,1,1,1,3,12,14020,175000,248000,3180,3,0,0
31Aug2018 0:00:00,00000000582806,0,1,1,0,0,1,0,1,2,6,23390,59000,,1340,2,0,0
31May2018 0:00:00,00000000825152,1,1,1,0,0,0,1,1,2,9,22250,,395000,250,2,0,0
30Sep2018 0:00:00,00000000806298,0,0,1,0,0,0,0,1,1,11,24260,,,1990,1,1,0
31Mar2018 0:00:00,00000000717277,0,0,0,0,0,0,0,1,1,4,,,,400,1,1,0
31Jan2019 0:00:00,00000000592116,0,1,0,0,0,0,0,1,1,14,,,,2190,1,1,0
31Mar2019 0:00:00,00000000985917,0,0,1,0,0,1,0,1,2,6,21250,149000,,1240,2,0,0
31Mar2019 0:00:00,00000000579644,0,0,1,0,0,1,0,1,3,9,22670,125000,,2890,2,0,0
31Oct2018 0:00:00,00000000495843,0,0,1,0,0,1,0,1,2,11,18590,137000,,1440,2,0,0
31Dec2018 0:00:00,00000000895550,1,0,0,0,0,0,0,1,1,14,,,,1210,1,1,0
31Oct2018 0:00:00,00000000827755,0,0,0,0,0,1,0,1,3,15,,103000,,2810,2,0,0
30Jun2018 0:00:00,00000000978560,0,0,1,1,0,1,0,1,2,14,23830,212000,,1500,2,0,0
31Mar2018 0:00:00,00000000926948,0,1,1,0,0,0,1,1,2,7,20690,,687000,2730,2,0,0
30Nov2018 0:00:00,00000000157027,0,0,0,0,1,0,1,1,2,14,,,401000,2330,2,0,1
30Nov2018 0:00:00,00000000981993,0,0,1,0,0,0,1,1,2,17,23750,,455000,1690,2,0,0
31Mar2019 0:00:00,00000000072852,0,1,0,0,0,1,0,1,3,11,,149000,,310,2,0,0
28Feb2019 0:00:00,00000000822675,0,0,1,0,1,0,0,1,1,15,20660,,,1880,1,1,0
30Sep2018 0:00:00,00000000699753,0,0,0,0,0,0,0,1,3,8,,,,570,1,0,0
30Jun2018 0:00:00,00000000830245,0,0,1,0,1,0,1,1,2,10,18210,,529000,2780,2,0,0
31Aug2018 0:00:00,00000000933791,0,0,0,0,1,1,1,1,3,11,,105000,547000,840,3,0,0
31Jan2019 0:00:00,00000000933830,0,0,1,0,0,0,0,1,1,16,18010,,,2370,1,1,0
31May2018 0:00:00,00000000724575,0,0,1,0,1,1,0,1,3,5,23160,181000,,2550,2,0,0
30Apr2018 0:00:00,00000000475832,0,0,0,0,0,0,0,1,1,7,,,,1460,1,1,0
31Mar2019 0:00:00,00000000065570,0,0,0,0,0,1,0,1,2,15,,119000,,2570,2,0,0
28Feb2019 0:00:00,00000000948371,0,1,1,0,1,0,1,1,2,6,12570,,614000,2540,2,0,0
31Oct2018 0:00:00,00000000853827,0,0,0,0,0,0,0,1,3,10,,,,3050,1,0,1
30Jun2018 0:00:00,00000000902074,0,1,0,0,1,0,1,1,2,12,,,454000,1080,2,0,0
31May2018 0:00:00,00000000788282,0,0,0,0,1,0,1,1,2,12,,,782000,2750,2,0,0
31Dec2018 0:00:00,00000000917200,0,0,1,0,0,1,0,1,2,6,25230,142000,,1440,2,0,0
30Nov2018 0:00:00,00000000995563,0,0,0,0,0,1,1,1,3,0,,147000,454000,1540,3,0,0
31May2018 0:00:00,00000000746049,0,0,0,0,1,0,0,1,2,17,,,,3250,1,0,0
31Mar2018 0:00:00,00000000840132,0,0,0,0,0,0,1,1,3,16,,,4956000,3000,2,0,0
30Apr2018 0:00:00,00000000740510,0,0,1,0,0,0,1,1,2,4,13960,,424000,1840,2,0,0
31Dec2018 0:00:00,00000000550039,0,1,0,0,0,1,0,1,3,7,,64000,,2780,2,0,0
31Jul2018 0:00:00,00000000971012,1,0,1,0,0,0,0,1,1,13,18870,,,920,1,1,0
30Jun2018 0:00:00,00000000070185,0,0,0,0,0,0,1,1,2,7,,,724000,4090,2,0,0
