MOIS,CLIENT_ID,homme,courriel,Langue_Francais,naissance,logement,profession,nb_enfant,ville,education,age,revenu,revenu_foyer
31Dec2018 0:00:00,00000000928383,0,1,1,0,0,2,0,6,1,66,91000,119000
30Nov2018 0:00:00,00000000557548,0,1,1,1,1,2,2,4,1,58,45000,45000
30Nov2018 0:00:00,00000000885274,0,1,0,0,0,1,0,6,2,999,53000,89000
31Aug2018 0:00:00,00000000947053,1,1,0,1,0,2,2,1,1,31,30000,165000
31Mar2019 0:00:00,00000000801692,1,0,1,1,0,3,2,6,3,26,103000,118000
31Aug2018 0:00:00,00000000826551,1,1,1,0,0,1,0,6,1,38,29000,186000
30Jun2018 0:00:00,00000000888842,0,1,1,1,0,3,2,4,1,56,76000,101000
31Jul2018 0:00:00,00000000976869,0,1,0,0,0,5,1,6,4,58,74000,74000
30Nov2018 0:00:00,00000000330815,1,1,1,0,1,3,0,5,5,71,106000,111000
28Feb2019 0:00:00,00000000889575,0,0,0,1,1,3,2,5,1,29,41000,182000
28Feb2019 0:00:00,00000000910044,1,1,0,0,1,2,0,3,4,73,94000,201000
31Oct2018 0:00:00,00000000842596,0,0,0,0,0,2,0,6,5,64,69000,69000
31May2018 0:00:00,00000000905731,0,1,1,0,0,5,0,6,4,62,85000,85000
30Jun2018 0:00:00,00000000885076,1,0,1,0,0,1,4,6,3,46,57000,121000
31Jan2019 0:00:00,00000000828147,1,0,1,0,0,2,0,5,3,67,46000,46000
30Apr2018 0:00:00,00000000953836,0,0,1,0,0,2,0,6,5,58,51000,51000
31Mar2018 0:00:00,00000000889591,1,1,0,0,0,1,3,3,1,59,54000,116000
30Jun2018 0:00:00,00000000383738,0,1,1,1,1,2,1,4,5,45,101000,256000
31Mar2018 0:00:00,00000000896356,1,1,0,0,0,1,2,2,2,44,81000,81000
31Aug2018 0:00:00,00000000698422,1,1,1,0,0,1,0,3,1,65,84000,165000
30Nov2018 0:00:00,00000000691955,0,1,0,0,1,1,4,5,1,72,102000,111000
31Oct2018 0:00:00,00000000929384,1,0,0,0,0,4,4,6,1,64,60000,60000
31Aug2018 0:00:00,00000000936336,0,0,1,0,0,1,0,4,4,29,64000,64000
30Nov2018 0:00:00,00000000855072,1,0,1,0,1,5,4,1,1,66,65000,154000
31May2018 0:00:00,00000000972592,1,0,0,1,0,3,2,4,5,48,64000,87000
31May2018 0:00:00,00000000617022,0,1,1,0,0,1,0,2,5,72,72000,195000
31Aug2018 0:00:00,00000000973656,1,1,1,0,0,1,0,4,2,64,41000,171000
30Jun2018 0:00:00,00000000161764,1,0,1,0,0,3,0,2,2,999,30000,131000
31Aug2018 0:00:00,00000000523683,1,1,0,1,1,4,2,6,4,58,66000,79000
30Sep2018 0:00:00,00000000959654,1,0,1,0,0,2,0,1,3,28,68000,68000
30Jun2018 0:00:00,00000000515606,1,1,1,0,1,2,0,2,3,53,23000,23000
31Aug2018 0:00:00,00000000876123,1,1,1,0,0,2,0,1,3,49,73000,207000
31Aug2018 0:00:00,00000000945630,0,1,0,0,0,3,0,4,4,29,28000,195000
31Aug2018 0:00:00,00000000858163,1,1,1,0,0,1,0,3,1,58,72000,81000
31Aug2018 0:00:00,00000000737348,1,0,0,0,1,1,0,1,2,999,51000,144000
30Apr2018 0:00:00,00000000128098,0,1,0,0,0,1,0,6,2,29,83000,136000
31Jul2018 0:00:00,00000000831395,1,1,1,0,0,6,0,4,3,25,59000,105000
31May2018 0:00:00,00000000946158,1,1,1,0,0,1,0,6,3,65,53000,53000
30Jun2018 0:00:00,00000000874089,0,1,1,1,1,1,3,6,4,56,75000,75000
31Mar2018 0:00:00,00000000826177,1,1,0,0,0,2,0,1,5,65,56000,86000
30Nov2018 0:00:00,00000000809353,0,1,1,0,0,3,0,6,1,23,78000,134000
31May2018 0:00:00,00000000838814,1,1,0,0,1,1,1,1,1,62,46000,149000
31Mar2019 0:00:00,00000000907411,0,1,0,0,0,4,0,4,3,81,88000,200000
28Feb2019 0:00:00,00000000962957,0,1,0,0,1,2,0,6,5,76,58000,94000
31Jul2018 0:00:00,00000000971929,1,0,0,0,0,4,1,3,2,61,36000,253000
28Feb2019 0:00:00,00000000866119,1,1,1,0,0,6,0,6,1,50,11000,133000
31Mar2019 0:00:00,00000000663547,1,1,1,0,1,3,0,4,1,27,87000,87000
31Jan2019 0:00:00,00000000680296,1,0,1,0,0,1,0,5,4,24,69000,134000
31Dec2018 0:00:00,00000000960467,1,1,1,0,0,4,0,1,1,63,77000,186000
31Mar2019 0:00:00,00000000870714,0,0,1,1,0,1,5,6,4,36,27000,114000
31Jul2018 0:00:00,00000000292724,0,1,0,0,0,4,4,6,5,30,61000,61000
30Nov2018 0:00:00,00000000972208,1,1,0,1,1,1,5,5,1,62,55000,192000
31Oct2018 0:00:00,00000000951924,9,0,1,1,1,2,4,3,3,60,77000,77000
30Jun2018 0:00:00,00000000909451,1,1,0,0,1,2,0,6,3,45,73000,73000
31May2018 0:00:00,00000000954198,0,0,1,0,1,3,0,4,2,72,54000,54000
31Jan2019 0:00:00,00000000887764,1,1,1,1,0,2,6,2,2,64,57000,57000
30Jun2018 0:00:00,00000000081806,1,1,1,0,1,2,0,6,2,65,85000,310000
31Jul2018 0:00:00,00000000292827,1,1,0,0,0,2,0,6,2,22,85000,148000
31Mar2019 0:00:00,00000000952719,1,1,1,0,1,4,0,6,2,74,56000,133000
31May2018 0:00:00,00000000957308,0,1,1,0,0,3,3,5,2,43,73000,193000
31Jul2018 0:00:00,00000000913509,1,1,1,1,0,1,3,2,1,54,59000,59000
31Dec2018 0:00:00,00000000983874,1,1,0,1,0,3,5,6,2,40,70000,70000
30Jun2018 0:00:00,00000000408932,0,1,1,0,1,3,0,2,4,55,62000,62000
30Jun2018 0:00:00,00000000944898,1,1,0,0,1,6,0,6,3,31,50000,175000
31Mar2018 0:00:00,00000000928703,1,1,0,0,0,3,0,6,5,48,74000,74000
31Mar2018 0:00:00,00000000734631,1,1,1,0,0,2,0,1,1,46,69000,81000
31Oct2018 0:00:00,00000000421029,1,1,1,0,1,2,0,6,2,36,93000,287000
30Nov2018 0:00:00,00000000909789,1,0,0,0,0,6,0,6,5,39,40000,223000
30Apr2018 0:00:00,00000000122312,0,1,1,0,0,2,2,4,3,66,69000,213000
31Oct2018 0:00:00,00000000233623,0,1,0,0,0,1,0,6,5,66,62000,184000
31Jan2019 0:00:00,00000000858248,0,1,1,0,0,2,1,4,4,73,55000,119000
28Feb2019 0:00:00,00000000081092,1,0,1,0,0,2,0,2,3,43,78000,272000
30Nov2018 0:00:00,00000000398116,0,1,0,0,0,2,0,6,4,54,95000,204000
30Sep2018 0:00:00,00000000967902,0,1,1,1,0,2,1,6,1,26,48000,79000
31Aug2018 0:00:00,00000000667364,0,0,0,1,0,1,2,6,1,52,54000,54000
31Jul2018 0:00:00,00000000714646,1,1,0,0,1,6,5,6,4,48,64000,158000
31Jul2018 0:00:00,00000000068492,1,0,0,1,1,4,3,6,2,61,59000,152000
30Sep2018 0:00:00,00000000880538,1,0,1,0,1,6,0,6,1,39,67000,141000
28Feb2019 0:00:00,00000000821324,1,1,0,1,1,1,5,6,4,48,52000,102000
31Mar2019 0:00:00,00000000723161,1,1,1,0,0,3,0,4,2,999,68000,262000
31Mar2019 0:00:00,00000000932490,0,1,1,0,0,1,0,6,3,26,64000,64000
30Jun2018 0:00:00,00000000902701,0,0,1,0,0,2,0,2,1,38,77000,77000
30Nov2018 0:00:00,00000000935099,1,1,1,0,1,2,0,6,4,42,42000,145000
28Feb2019 0:00:00,00000000107328,0,0,1,0,1,6,0,5,1,69,72000,142000
30Sep2018 0:00:00,00000000973863,1,1,1,0,0,2,3,6,3,61,34000,130000
31Aug2018 0:00:00,00000000442677,1,1,0,1,1,2,1,2,1,999,28000,28000
30Jun2018 0:00:00,00000000873336,1,1,1,0,1,2,3,6,5,75,40000,85000
31Mar2018 0:00:00,00000000805880,1,0,0,0,0,2,0,6,5,32,67000,127000
30Sep2018 0:00:00,00000000970088,0,0,0,0,0,6,0,6,1,26,43000,105000
28Feb2019 0:00:00,00000000851447,0,0,1,0,0,2,0,6,5,32,10000,280000
31Mar2018 0:00:00,00000000854433,1,0,1,0,0,3,0,6,3,56,35000,140000
31Oct2018 0:00:00,00000000945916,1,1,0,0,0,3,2,4,4,67,72000,114000
31May2018 0:00:00,00000000767293,0,1,1,0,1,6,0,2,4,30,92000,157000
28Feb2019 0:00:00,00000000927968,1,0,1,1,1,2,4,5,3,75,81000,81000
31Jul2018 0:00:00,00000000964995,0,1,0,0,0,1,1,3,1,52,41000,234000
31Dec2018 0:00:00,00000000338462,0,1,0,0,0,1,0,1,4,28,72000,135000
30Nov2018 0:00:00,00000000920376,1,1,0,0,0,4,0,4,5,48,63000,155000
30Nov2018 0:00:00,00000000545229,0,1,0,0,1,1,4,5,3,999,25000,109000
28Feb2019 0:00:00,00000000901184,1,0,1,1,0,1,2,1,1,59,35000,48000
31May2018 0:00:00,00000000730309,1,0,0,0,0,6,4,6,2,33,42000,188000
31May2018 0:00:00,00000000898286,1,1,1,0,0,6,3,5,5,39,66000,222000
31Mar2018 0:00:00,00000000755188,0,1,0,0,0,2,0,6,1,46,83000,175000
31Jul2018 0:00:00,00000000595217,1,1,1,0,0,2,0,6,2,50,78000,78000
28Feb2019 0:00:00,00000000957094,0,0,1,0,1,1,0,6,3,55,46000,176000
31Mar2019 0:00:00,00000000068286,0,1,0,0,1,2,0,2,3,25,39000,119000
30Nov2018 0:00:00,00000000952293,0,0,0,0,0,2,1,5,2,44,30000,150000
30Apr2018 0:00:00,00000000817898,0,1,1,0,0,2,0,6,4,53,58000,155000
30Apr2018 0:00:00,00000000827888,1,1,1,0,0,6,0,3,3,61,56000,56000
31Aug2018 0:00:00,00000000610754,0,1,1,0,0,3,2,1,4,37,69000,70000
31Oct2018 0:00:00,00000000984011,1,1,1,1,1,4,3,1,1,30,54000,54000
31May2018 0:00:00,00000000671318,1,1,0,0,0,6,0,5,4,51,47000,47000
31Aug2018 0:00:00,00000000961862,1,1,1,0,0,2,1,1,4,70,88000,88000
30Apr2018 0:00:00,00000000975812,0,0,1,0,0,2,0,6,5,42,78000,251000
31May2018 0:00:00,00000000900180,1,0,1,1,0,1,5,6,5,69,69000,155000
30Apr2018 0:00:00,00000000797630,1,1,0,0,1,4,1,3,2,23,41000,180000
31Mar2018 0:00:00,00000000618824,1,1,1,1,1,1,1,6,2,40,70000,204000
31Mar2019 0:00:00,00000000865203,1,1,1,1,0,2,4,6,1,36,28000,40000
31Jan2019 0:00:00,00000000865902,1,1,1,0,0,2,0,6,2,45,81000,113000
31Aug2018 0:00:00,00000000896573,0,1,0,1,0,1,3,4,1,70,50000,231000
30Sep2018 0:00:00,00000000877064,1,1,0,0,0,2,0,5,3,51,38000,192000
30Jun2018 0:00:00,00000000919901,0,1,1,0,0,6,0,6,4,33,12000,76000
28Feb2019 0:00:00,00000000974194,1,1,1,0,0,2,0,6,5,45,47000,179000
31Mar2018 0:00:00,00000000867996,1,1,1,1,0,1,1,1,2,37,60000,60000
30Sep2018 0:00:00,00000000323923,1,1,1,0,0,6,0,4,5,74,41000,222000
30Jun2018 0:00:00,00000000850596,1,1,1,0,0,2,0,1,4,68,76000,76000
28Feb2019 0:00:00,00000000883654,1,1,0,0,0,6,1,5,1,90,86000,86000
30Jun2018 0:00:00,00000000962580,0,1,1,1,1,2,1,4,5,54,76000,147000
31May2018 0:00:00,00000000573271,0,0,1,0,1,6,0,3,1,76,54000,178000
31Mar2019 0:00:00,00000000029511,1,1,1,1,0,6,3,5,1,38,54000,91000
28Feb2019 0:00:00,00000000849252,0,1,1,0,0,3,0,4,5,26,62000,165000
30Apr2018 0:00:00,00000000973181,1,1,1,0,0,4,0,4,4,35,45000,153000
31Mar2019 0:00:00,00000000528021,1,0,1,0,0,6,0,2,1,30,50000,235000
31Oct2018 0:00:00,00000000819259,1,1,1,1,0,6,99,4,4,65,68000,68000
31Oct2018 0:00:00,00000000542394,1,1,1,0,0,3,4,5,3,48,70000,70000
28Feb2019 0:00:00,00000000769995,0,1,1,0,1,3,0,3,1,32,38000,77000
31Jul2018 0:00:00,00000000884137,1,1,1,0,0,2,0,6,1,59,30000,105000
30Sep2018 0:00:00,00000000800600,0,1,0,0,0,3,4,5,5,55,46000,139000
31Oct2018 0:00:00,00000000804326,0,1,1,0,0,6,0,6,2,57,37000,37000
31Aug2018 0:00:00,00000000621982,1,1,1,0,1,4,0,5,1,68,35000,288000
31Aug2018 0:00:00,00000000975771,1,1,1,0,0,6,0,6,4,29,65000,232000
30Nov2018 0:00:00,00000000132218,1,0,0,0,0,6,1,1,1,75,89000,89000
31Oct2018 0:00:00,00000000959698,0,0,1,0,0,2,4,5,1,63,46000,252000
31Jul2018 0:00:00,00000000971944,1,0,0,0,1,6,0,4,5,52,75000,190000
31Mar2018 0:00:00,00000000750700,0,1,0,1,0,1,3,6,3,60,50000,82000
28Feb2019 0:00:00,00000000835575,1,1,0,0,0,2,2,6,1,83,81000,275000
31Mar2018 0:00:00,00000000449034,0,0,1,0,0,2,0,4,3,29,75000,75000
28Feb2019 0:00:00,00000000982726,0,1,0,0,0,3,2,4,2,26,41000,241000
28Feb2019 0:00:00,00000000232348,1,1,0,0,0,3,0,6,2,27,98000,98000
30Nov2018 0:00:00,00000000927352,0,0,1,0,0,2,1,1,1,79,85000,93000
28Feb2019 0:00:00,00000000066750,0,0,1,0,0,5,1,5,5,73,54000,355000
30Nov2018 0:00:00,00000000988226,1,0,0,0,0,1,0,3,2,38,74000,74000
31May2018 0:00:00,00000000041190,0,0,0,0,0,2,0,2,1,55,54000,172000
30Jun2018 0:00:00,00000000921449,1,0,0,0,1,6,0,6,1,61,58000,82000
30Sep2018 0:00:00,00000000971048,0,1,1,0,0,6,0,4,1,90,57000,244000
30Apr2018 0:00:00,00000000069936,1,1,1,0,0,2,0,6,1,49,58000,189000
31Oct2018 0:00:00,00000000926789,0,1,0,0,0,3,1,5,1,57,63000,168000
31Mar2019 0:00:00,00000000984485,1,0,1,0,1,1,0,6,4,67,40000,135000
30Nov2018 0:00:00,00000000569386,1,1,0,0,0,6,0,6,1,60,37000,201000
31Jul2018 0:00:00,00000000881712,0,1,1,0,0,2,0,5,1,81,89000,89000
31Jul2018 0:00:00,00000000806708,1,1,0,0,0,4,0,6,2,79,77000,277000
31Mar2019 0:00:00,00000000899800,0,1,1,0,1,5,0,6,1,62,39000,181000
30Nov2018 0:00:00,00000000910282,1,1,0,0,1,3,0,4,3,54,44000,322000
30Jun2018 0:00:00,00000000756411,1,1,1,0,0,2,0,5,1,78,55000,79000
31Jul2018 0:00:00,00000000823188,1,1,1,0,0,3,0,6,1,33,70000,206000
31Jul2018 0:00:00,00000000023773,1,1,0,0,0,2,0,5,4,70,14000,149000
30Jun2018 0:00:00,00000000972729,0,1,0,0,0,6,1,4,1,44,69000,134000
31May2018 0:00:00,00000000505067,0,1,1,1,0,3,2,6,5,85,50000,154000
28Feb2019 0:00:00,00000000971117,1,1,0,0,0,5,2,4,1,41,27000,75000
31Dec2018 0:00:00,00000000756738,0,0,1,0,0,4,2,5,5,24,96000,96000
31Dec2018 0:00:00,00000000793230,1,1,1,0,0,6,1,4,1,22,72000,72000
31Oct2018 0:00:00,00000000874162,1,1,0,0,0,5,0,4,3,35,49000,255000
31Jan2019 0:00:00,00000000067857,1,1,1,0,0,5,0,6,1,61,48000,71000
30Jun2018 0:00:00,00000000624884,0,0,1,1,0,1,2,1,3,25,80000,80000
30Sep2018 0:00:00,00000000921813,0,1,1,0,0,2,3,6,4,67,68000,249000
30Apr2018 0:00:00,00000000961815,0,1,0,1,0,1,2,2,4,67,49000,145000
31Mar2019 0:00:00,00000000614405,1,1,0,0,1,3,4,5,1,206,60000,94000
30Jun2018 0:00:00,00000000841620,0,1,0,0,0,2,1,6,5,39,54000,236000
30Jun2018 0:00:00,00000000967707,0,1,1,0,0,3,0,3,4,47,42000,221000
31Jul2018 0:00:00,00000000796732,0,0,1,0,0,1,0,3,3,43,46000,46000
31Aug2018 0:00:00,00000000616456,0,1,0,0,0,2,1,2,4,28,93000,109000
31Oct2018 0:00:00,00000000381342,1,0,1,1,1,5,1,2,2,57,75000,75000
31Mar2019 0:00:00,00000000940702,1,1,0,0,0,3,0,6,4,46,101000,101000
31Mar2018 0:00:00,00000000589600,1,1,1,0,0,2,0,1,4,51,45000,142000
30Sep2018 0:00:00,00000000989023,1,1,1,0,0,1,2,6,5,50,27000,103000
31Jul2018 0:00:00,00000000853310,1,1,0,1,1,2,1,3,1,43,60000,114000
31May2018 0:00:00,00000000959188,1,0,1,0,0,1,1,6,1,70,42000,42000
31Mar2018 0:00:00,00000000951005,1,1,1,0,0,1,3,6,2,82,77000,143000
30Jun2018 0:00:00,00000000857845,1,1,1,0,1,1,2,3,1,25,60000,62000
31Dec2018 0:00:00,00000000324188,1,0,1,0,0,1,0,5,1,40,55000,155000
31Mar2019 0:00:00,00000000377741,0,1,1,0,0,3,2,6,2,33,87000,100000
31Mar2019 0:00:00,00000000717625,1,0,0,0,0,6,0,5,1,70,69000,69000
30Apr2018 0:00:00,00000000884194,0,1,0,1,0,4,1,6,1,53,63000,63000
31Dec2018 0:00:00,00000000961428,0,0,0,0,0,2,0,6,2,66,40000,210000
31Mar2018 0:00:00,00000000641912,1,1,0,0,1,2,4,6,4,54,73000,166000
30Nov2018 0:00:00,00000000838010,0,1,1,0,0,2,2,4,4,55,77000,138000
30Apr2018 0:00:00,00000000073518,1,1,1,0,0,2,0,1,5,27,50000,50000
31Jul2018 0:00:00,00000000918386,1,1,1,0,0,2,0,4,4,41,72000,72000
31Oct2018 0:00:00,00000000942945,0,1,0,0,0,1,0,4,5,61,96000,192000
30Jun2018 0:00:00,00000000639662,1,1,0,0,1,1,0,1,2,26,62000,158000
31Dec2018 0:00:00,00000000054600,1,0,1,0,0,5,4,1,1,33,63000,166000
31Aug2018 0:00:00,00000000889453,1,1,1,0,0,3,0,1,3,57,32000,156000
30Nov2018 0:00:00,00000000054409,1,1,1,0,0,5,0,4,2,49,65000,65000
31Jan2019 0:00:00,00000000942631,1,1,0,0,0,2,1,5,2,83,59000,146000
31Oct2018 0:00:00,00000000947248,1,1,1,0,0,4,0,3,2,49,43000,100000
28Feb2019 0:00:00,00000000504932,0,0,0,0,1,3,0,4,2,54,102000,116000
31Jan2019 0:00:00,00000000925893,1,1,1,0,0,4,0,1,4,27,84000,202000
31Mar2019 0:00:00,00000000098718,0,1,1,0,0,3,0,2,3,50,112000,169000
31Mar2018 0:00:00,00000000840132,0,1,0,0,1,2,0,6,1,46,68000,114000
31Aug2018 0:00:00,00000000408921,1,1,1,0,1,2,0,3,1,32,50000,59000
31Oct2018 0:00:00,00000000738730,1,1,1,0,1,5,0,5,5,49,63000,187000
31May2018 0:00:00,00000000984593,0,1,1,0,0,3,0,6,2,38,74000,91000
31Mar2019 0:00:00,00000000824161,1,1,1,0,0,4,0,1,2,84,33000,53000
31Dec2018 0:00:00,00000000314364,1,1,1,0,0,1,2,6,1,82,67000,114000
31Mar2018 0:00:00,00000000979704,1,1,0,0,0,6,3,4,4,31,67000,110000
31Dec2018 0:00:00,00000000129520,1,1,1,0,0,4,0,4,1,70,55000,131000
30Nov2018 0:00:00,00000000459705,0,1,0,0,1,3,0,6,3,74,43000,307000
31May2018 0:00:00,00000000500543,1,1,1,0,0,2,0,1,3,23,24000,153000
31Aug2018 0:00:00,00000000842195,0,0,1,0,0,2,0,4,5,38,28000,339000
31May2018 0:00:00,00000000959844,0,1,1,0,0,5,0,5,2,56,54000,230000
31Dec2018 0:00:00,00000000945638,0,1,1,0,0,3,0,6,3,51,49000,92000
31Dec2018 0:00:00,00000000493247,1,0,1,0,1,2,0,5,1,55,70000,192000
30Nov2018 0:00:00,00000000877814,0,1,1,0,1,1,2,5,2,52,25000,125000
30Sep2018 0:00:00,00000000155027,0,1,0,0,1,1,0,6,5,29,44000,93000
30Apr2018 0:00:00,00000000989428,1,1,1,0,1,1,0,6,1,37,97000,207000
30Nov2018 0:00:00,00000000961172,1,1,0,0,1,5,0,6,2,58,78000,198000
31Oct2018 0:00:00,00000000887289,1,0,1,1,0,2,2,2,1,30,91000,247000
31Jul2018 0:00:00,00000000939120,1,0,1,1,0,3,1,6,1,58,104000,104000
30Jun2018 0:00:00,00000000993541,1,0,0,0,0,1,0,2,1,39,42000,165000
30Nov2018 0:00:00,00000000067257,1,1,0,0,0,1,0,2,3,29,61000,61000
30Jun2018 0:00:00,00000000792558,0,0,0,1,0,4,2,4,1,55,78000,78000
31Mar2018 0:00:00,00000000941010,0,1,0,1,0,2,1,1,2,40,81000,81000
30Apr2018 0:00:00,00000000082307,1,1,0,0,1,3,0,1,2,56,90000,122000
31Mar2019 0:00:00,00000000543113,0,0,1,1,0,2,1,4,1,78,32000,32000
30Sep2018 0:00:00,00000000956081,0,1,1,1,0,5,3,2,5,52,47000,67000
31Mar2019 0:00:00,00000000691158,1,0,0,0,0,1,0,3,1,39,77000,77000
31Oct2018 0:00:00,00000000827269,1,1,1,0,1,4,0,1,1,30,90000,109000
31Aug2018 0:00:00,00000000868375,0,1,0,0,0,3,0,5,4,39,43000,176000
30Apr2018 0:00:00,00000000913957,1,1,0,0,0,6,0,6,1,20,42000,42000
28Feb2019 0:00:00,00000000801675,1,0,0,0,0,4,0,5,2,72,59000,59000
31Oct2018 0:00:00,00000000350051,0,1,0,0,0,3,1,5,3,42,61000,188000
30Apr2018 0:00:00,00000000980833,0,1,0,1,1,1,3,1,1,76,62000,150000
31May2018 0:00:00,00000000991763,1,0,1,0,1,1,0,6,5,27,50000,290000
30Nov2018 0:00:00,00000000935363,1,1,1,0,0,4,0,6,5,28,10000,214000
30Apr2018 0:00:00,00000000958446,1,1,1,0,0,3,6,3,2,66,45000,58000
30Sep2018 0:00:00,00000000958877,0,1,1,0,1,3,0,6,5,68,30000,217000
31Mar2019 0:00:00,00000000926953,1,1,0,0,1,4,0,6,1,44,63000,113000
30Sep2018 0:00:00,00000000670244,1,0,1,1,0,3,5,6,1,31,71000,216000
31May2018 0:00:00,00000000977742,1,1,1,0,1,2,0,4,1,999,61000,195000
31Mar2018 0:00:00,00000000539663,0,1,1,0,0,3,4,6,3,54,68000,73000
31Mar2019 0:00:00,00000000761843,1,1,1,1,0,1,1,1,1,34,79000,79000
30Sep2018 0:00:00,00000000011001,1,0,1,0,0,3,0,4,5,45,61000,256000
28Feb2019 0:00:00,00000000995398,1,1,1,0,0,5,0,1,5,66,55000,152000
31Mar2019 0:00:00,00000000881102,0,1,1,1,1,3,2,2,5,29,71000,71000
30Jun2018 0:00:00,00000000036787,1,1,1,0,0,2,0,6,1,51,42000,48000
31Mar2018 0:00:00,00000000667653,1,1,1,0,0,3,0,6,5,46,57000,137000
30Nov2018 0:00:00,00000000896472,0,1,0,0,0,4,0,2,4,67,24000,77000
31Jul2018 0:00:00,00000000908623,1,1,0,0,1,1,0,5,3,34,41000,93000
30Jun2018 0:00:00,00000000585515,1,1,1,0,0,2,0,3,1,81,70000,128000
31Oct2018 0:00:00,00000000715921,0,0,1,0,0,4,0,2,5,68,55000,55000
30Nov2018 0:00:00,00000000875489,1,1,0,0,0,2,0,4,4,41,59000,71000
31Oct2018 0:00:00,00000000053340,0,0,0,1,0,2,1,5,1,51,64000,313000
31Jul2018 0:00:00,00000000579540,1,1,0,0,0,1,0,1,4,24,83000,199000
31May2018 0:00:00,00000000790481,0,1,0,0,0,2,0,6,3,56,82000,134000
31Aug2018 0:00:00,00000000309147,0,1,1,0,1,3,0,5,3,63,99000,151000
31Oct2018 0:00:00,00000000061125,1,0,1,0,0,6,0,6,3,49,60000,124000
30Jun2018 0:00:00,00000000724283,0,1,1,0,0,3,0,6,5,73,39000,120000
28Feb2019 0:00:00,00000000827130,0,1,1,0,0,6,2,1,3,25,65000,202000
31Mar2018 0:00:00,00000000384427,0,1,1,0,1,2,2,4,1,28,52000,75000
31Mar2019 0:00:00,00000000993077,1,1,1,1,0,3,2,6,4,26,1129000,347000
31Dec2018 0:00:00,00000000388417,0,1,0,0,1,1,0,5,3,51,74000,181000
31Jan2019 0:00:00,00000000401043,0,1,1,0,0,1,0,3,3,41,96000,96000
31Dec2018 0:00:00,00000000857044,0,1,0,0,0,2,0,1,1,48,57000,57000
31Oct2018 0:00:00,00000000812524,0,1,0,1,0,2,3,5,2,72,98000,250000
31Oct2018 0:00:00,00000000890575,1,1,1,0,0,2,5,6,5,55,63000,198000
30Jun2018 0:00:00,00000000990651,1,1,1,1,1,4,3,4,5,80,59000,163000
31Aug2018 0:00:00,00000000684339,1,1,0,0,0,1,2,2,4,71,88000,88000
30Sep2018 0:00:00,00000000523164,1,1,0,0,0,2,0,2,2,52,85000,85000
31Jul2018 0:00:00,00000000047279,0,1,1,0,0,4,0,1,1,32,24000,99000
31Dec2018 0:00:00,00000000925206,0,1,1,0,0,5,3,2,2,43,50000,210000
31Mar2018 0:00:00,00000000839927,1,1,1,0,1,6,0,6,1,47,87000,146000
31Jan2019 0:00:00,00000000847817,0,1,1,0,0,2,0,6,1,34,37000,183000
31Mar2018 0:00:00,00000000955895,0,1,1,1,0,5,2,6,3,72,40000,84000
28Feb2019 0:00:00,00000000950415,1,1,0,0,1,4,3,5,1,71,66000,66000
31Jul2018 0:00:00,00000000773257,1,1,1,0,0,1,0,5,4,47,72000,151000
31Aug2018 0:00:00,00000000948274,1,1,1,1,0,5,4,6,5,48,60000,154000
28Feb2019 0:00:00,00000000946023,0,0,1,1,0,2,3,1,4,86,44000,44000
30Apr2018 0:00:00,00000000551360,1,1,0,1,1,2,2,4,1,69,65000,121000
31Mar2018 0:00:00,00000000838411,0,1,0,1,0,1,2,5,1,80,54000,156000
31Aug2018 0:00:00,00000000973302,0,1,0,0,0,4,0,1,5,54,37000,40000
31Mar2018 0:00:00,00000000131273,0,1,0,0,0,6,0,5,1,52,55000,165000
30Sep2018 0:00:00,00000000898142,1,1,1,1,0,2,1,5,2,999,42000,42000
30Sep2018 0:00:00,00000000478756,1,0,0,0,0,4,0,6,4,41,80000,80000
31May2018 0:00:00,00000000930704,0,1,1,0,0,3,0,1,4,38,60000,60000
31Aug2018 0:00:00,00000000819553,0,1,1,0,0,2,0,4,5,35,32000,157000
31Aug2018 0:00:00,00000000995863,1,1,1,0,1,4,0,4,5,53,60000,111000
31Jan2019 0:00:00,00000000424343,1,0,1,0,0,1,3,4,3,56,52000,163000
31Mar2019 0:00:00,00000000034811,0,1,1,0,1,5,1,2,3,58,45000,188000
30Sep2018 0:00:00,00000000756198,1,0,1,0,1,2,3,5,3,67,61000,355000
31Aug2018 0:00:00,00000000461303,0,0,1,0,0,4,0,4,5,31,49000,107000
31Mar2018 0:00:00,00000000819918,1,1,1,0,0,1,0,5,5,46,56000,183000
31Mar2019 0:00:00,00000000865036,1,0,0,0,0,1,2,1,2,40,71000,109000
31Jul2018 0:00:00,00000000475034,1,1,1,0,0,1,0,6,1,35,21000,154000
31May2018 0:00:00,00000000985080,0,1,1,0,1,2,4,6,3,86,45000,323000
31Jan2019 0:00:00,00000000842134,1,0,1,1,1,2,5,2,3,37,75000,75000
31May2018 0:00:00,00000000848711,0,1,1,0,1,3,0,3,1,42,49000,174000
28Feb2019 0:00:00,00000000016524,1,1,1,0,0,2,0,6,1,64,80000,118000
31Dec2018 0:00:00,00000000353104,1,1,1,1,0,2,2,3,1,89,74000,280000
30Nov2018 0:00:00,00000000586682,1,1,1,1,0,1,4,5,3,33,33000,150000
31Mar2019 0:00:00,00000000927069,1,0,1,0,0,2,2,4,1,36,76000,126000
31Mar2018 0:00:00,00000000469773,1,1,1,0,0,2,4,6,2,69,97000,208000
